entreprise,categorie,sous_categorie,ville,canton,adresse,postcode,telephone,email,site_web,latitude,longitude,source,osm_id,score_colixo,besoin_detecte,angle_commercial,message_prospection
Domaine Bouvet-Jabloir,vin,domaine_viticole,Auvernier,Vaud,Rue des Fontenettes 2,2012,+41 32 731 22 39,,https://bouvet-jabloir.ch/,46.9758603,6.878854,OpenStreetMap / Overpass,node/11961067253,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine Bouvet-Jabloir, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Les Cuvées du Terroir,vin,caviste,Genève,Vaud,Rue Lissignol 10,1201,+41 76 295 80 02,info@cuveesduterroir.ch,https://cuveesduterroir.ch/,46.2076587,6.1442675,OpenStreetMap / Overpass,node/11878584236,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Les Cuvées du Terroir, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave Gilbert Devayes,vin,domaine_viticole,,Vaud,,,+41 27 306 25 96,,https://www.gilbertdevayes.ch,46.1881858,7.2105629,OpenStreetMap / Overpass,node/12468645673,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave Gilbert Devayes, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaines Rouvinez,vin,domaine_viticole,,Valais,,,+41 27 452 22 52,,https://rouvinez.com,46.2856505,7.5452755,OpenStreetMap / Overpass,way/323264121,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaines Rouvinez, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Ets Arnoux,vin,caviste,,Jura,,,+33 3 81 96 51 79,sthipp@cavearnoux.fr,https://www.moncanton25.com/cave-arnoux-brasserie-boissons-bieres-vins-fins-aperitifs-spiritueux-eau-de-vie-liqueurs-epicerie-fine-accessoires-location-tireuses-a-bieres-tables-bancs-camion-frigorifique-25190-saint-hippolyte-canton-maiche.html,47.3180606,6.8125514,OpenStreetMap / Overpass,node/7043498220,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Ets Arnoux, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Grederweine,vin,caviste,,Jura,,,+41 32 641 20 20,info@grederweine.ch,https://www.grederweine.ch,47.2042233,7.4582604,OpenStreetMap / Overpass,node/11663978337,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Grederweine, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave La Vignole,vin,domaine_viticole,,Valais,Rue des Grands Prés 38,,+4179 414 97 67,,https://cavelavignolle.business.site/,46.225116,7.3022696,OpenStreetMap / Overpass,node/9122492594,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave La Vignole, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cantina del Vino,vin,caviste,Solothurn,Jura,Landhausquai 15,,+41 32 623 11 40,info@cantinadelvino.ch,https://cantinadelvino.ch,47.2063339,7.5365682,OpenStreetMap / Overpass,node/1711992362,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cantina del Vino, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Vini-Al Grappolo,vin,caviste,,Jura,Prisongasse 4,,+41 32 623 55 45,vini@algrappolo.com,https://www.algrappolo.ch,47.2049778,7.5368094,OpenStreetMap / Overpass,node/939041623,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Vini-Al Grappolo, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Caveau Fontanaz,vin,domaine_viticole,,Valais,Route Cantonale 65,,+41 27 346 7207,,https://www.celliersdevetroz.ch/,46.2256327,7.2865266,OpenStreetMap / Overpass,node/9122483743,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Caveau Fontanaz, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Grillette Domaine de Cressier,vin,domaine_viticole,Cressier NE,Fribourg,Rue Molondin 2,2088,+41 32 758 85 29,,https://grillette.ch/,47.0512404,7.0345335,OpenStreetMap / Overpass,node/11503312567,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Grillette Domaine de Cressier, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
La Cave des Lauriers - Jungo & Fellman,vin,domaine_viticole,Cressier (NE),Fribourg,Rue du Château 6,2088,+41 32 757 11 62,,https://www.75cl.ch/,47.0522677,7.0378414,OpenStreetMap / Overpass,way/342664694,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, La Cave des Lauriers - Jungo & Fellman, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Hugi Weine (Ladenlokal),vin,caviste,,Jura,,,+41 32 641 33 33,weine@hugiweine.ch,https://www.hugiweine.ch/,47.2064728,7.4542431,OpenStreetMap / Overpass,node/11663978338,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Hugi Weine (Ladenlokal), semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave des Chevalières,vin,domaine_viticole,Soral,Geneve,Chemin de Placet 8,1286,+41 79 417 71 69,,https://cave-des-chevalieres.ch/,46.1424985,6.0444,OpenStreetMap / Overpass,node/11883497590,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave des Chevalières, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave La Madeleine,vin,domaine_viticole,,Valais,Route cantonale 118,,+4127 346 46 54,,https://www.fontannaz.ch/,46.2256291,7.2763149,OpenStreetMap / Overpass,node/9095178203,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave La Madeleine, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Hugi Weine,vin,caviste,,Jura,,,+41 32 641 33 33,weine@hugiweine.ch,https://www.hugiweine.ch/,47.2065411,7.4544107,OpenStreetMap / Overpass,node/11663978339,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Hugi Weine, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Strubel,vin,caviste,,Valais,,3775,+41 33 733 33 01,info@strubelsport.ch,https://strubelwein.ch/,46.4553168,7.4397333,OpenStreetMap / Overpass,node/4323162191,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Strubel, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Caveau Olivier Christinat,vin,domaine_viticole,Aigle,Vaud,Route des Ormonts,1860,+41 79 445 97 36,,http://www.christinat-vin.ch/,46.3203146,6.9981697,OpenStreetMap / Overpass,node/3347391135,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Caveau Olivier Christinat, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Diroso Kellerei & Weinatelier,vin,caviste,Turtmann,Valais,Kantonsstrasse 12,3946,+41 27 932 33 03,info@diroso.ch,https://www.diroso.ch/,46.3015928,7.7027563,OpenStreetMap / Overpass,node/5812385760,75,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Diroso Kellerei & Weinatelier, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
